alcaldia|cantidad|fecha
Cuauhtémoc|3|2020-12-21
Cuauhtémoc|2|2020-12-22
Cuauhtémoc|1|2020-12-24
Cuauhtémoc|1|2020-12-25
Cuauhtémoc|1|2020-12-26
Cuauhtémoc|2|2020-12-27
Cuauhtémoc|2|2020-12-28
Cuauhtémoc|3|2020-12-30
Gustavo A. Madero|4|2020-01-01
Gustavo A. Madero|2|2020-01-02
Gustavo A. Madero|4|2020-01-03
Gustavo A. Madero|1|2020-01-06
Gustavo A. Madero|4|2020-01-07
Gustavo A. Madero|2|2020-01-09
Gustavo A. Madero|2|2020-01-10
Gustavo A. Madero|1|2020-01-11
Gustavo A. Madero|3|2020-01-12
Gustavo A. Madero|4|2020-01-13
Gustavo A. Madero|1|2020-01-14
Gustavo A. Madero|1|2020-01-15
Gustavo A. Madero|2|2020-01-16
Gustavo A. Madero|6|2020-01-17
Gustavo A. Madero|1|2020-01-18
Gustavo A. Madero|4|2020-01-20
Gustavo A. Madero|3|2020-01-21
Gustavo A. Madero|1|2020-01-22
Gustavo A. Madero|2|2020-01-24
Gustavo A. Madero|2|2020-01-25
Gustavo A. Madero|4|2020-01-26
Gustavo A. Madero|4|2020-01-27
Gustavo A. Madero|2|2020-01-28
Gustavo A. Madero|4|2020-01-29
Gustavo A. Madero|1|2020-01-30
Gustavo A. Madero|2|2020-01-31
Gustavo A. Madero|3|2020-02-01
Gustavo A. Madero|4|2020-02-02
Gustavo A. Madero|5|2020-02-03
Gustavo A. Madero|7|2020-02-04
Gustavo A. Madero|3|2020-02-05
Gustavo A. Madero|1|2020-02-06
Gustavo A. Madero|5|2020-02-07
Gustavo A. Madero|6|2020-02-09
Gustavo A. Madero|2|2020-02-10
Gustavo A. Madero|1|2020-02-11
Gustavo A. Madero|3|2020-02-12
Gustavo A. Madero|1|2020-02-13
Gustavo A. Madero|6|2020-02-14
Gustavo A. Madero|6|2020-02-15
Gustavo A. Madero|5|2020-02-16
Gustavo A. Madero|2|2020-02-17
Gustavo A. Madero|3|2020-02-18
Gustavo A. Madero|6|2020-02-19
Gustavo A. Madero|1|2020-02-20
Gustavo A. Madero|3|2020-02-21
Gustavo A. Madero|1|2020-02-22
Gustavo A. Madero|5|2020-02-23
Gustavo A. Madero|1|2020-02-24
Gustavo A. Madero|1|2020-02-25
Gustavo A. Madero|5|2020-02-27
Gustavo A. Madero|1|2020-02-28
Gustavo A. Madero|2|2020-02-29
Gustavo A. Madero|1|2020-03-01
Gustavo A. Madero|2|2020-03-02
Gustavo A. Madero|1|2020-03-03
Gustavo A. Madero|2|2020-03-04
Gustavo A. Madero|1|2020-03-05
Gustavo A. Madero|4|2020-03-07
Gustavo A. Madero|6|2020-03-08
Gustavo A. Madero|3|2020-03-09
Gustavo A. Madero|1|2020-03-10
Gustavo A. Madero|6|2020-03-11
Gustavo A. Madero|5|2020-03-12
Gustavo A. Madero|3|2020-03-13
Gustavo A. Madero|3|2020-03-14
Gustavo A. Madero|5|2020-03-15
Gustavo A. Madero|3|2020-03-16
Gustavo A. Madero|2|2020-03-17
Gustavo A. Madero|4|2020-03-18
Gustavo A. Madero|1|2020-03-19
Gustavo A. Madero|8|2020-03-20
Gustavo A. Madero|3|2020-03-21
Gustavo A. Madero|3|2020-03-22
Gustavo A. Madero|3|2020-03-23
Gustavo A. Madero|7|2020-03-24
Gustavo A. Madero|2|2020-03-26
Gustavo A. Madero|3|2020-03-27
Gustavo A. Madero|2|2020-03-29
Gustavo A. Madero|1|2020-03-30
Gustavo A. Madero|2|2020-03-31
Gustavo A. Madero|3|2020-04-01
Gustavo A. Madero|2|2020-04-02
Gustavo A. Madero|1|2020-04-04
Gustavo A. Madero|5|2020-04-05
Gustavo A. Madero|2|2020-04-06
Gustavo A. Madero|2|2020-04-07
Gustavo A. Madero|1|2020-04-08
Gustavo A. Madero|3|2020-04-09
Gustavo A. Madero|2|2020-04-10
Gustavo A. Madero|2|2020-04-13
Gustavo A. Madero|1|2020-04-14
Gustavo A. Madero|1|2020-04-15
Gustavo A. Madero|2|2020-04-16
Gustavo A. Madero|3|2020-04-17
Gustavo A. Madero|1|2020-04-18
Gustavo A. Madero|1|2020-04-19
Gustavo A. Madero|2|2020-04-20
Gustavo A. Madero|1|2020-04-21
Gustavo A. Madero|4|2020-04-22
Gustavo A. Madero|1|2020-04-23
Gustavo A. Madero|2|2020-04-24
Gustavo A. Madero|1|2020-04-27
Gustavo A. Madero|2|2020-04-28
Gustavo A. Madero|2|2020-04-29
Gustavo A. Madero|2|2020-04-30
Gustavo A. Madero|2|2020-05-02
Gustavo A. Madero|1|2020-05-03
Gustavo A. Madero|1|2020-05-04
Gustavo A. Madero|1|2020-05-05
Gustavo A. Madero|2|2020-05-06
Gustavo A. Madero|2|2020-05-07
Gustavo A. Madero|1|2020-05-08
Gustavo A. Madero|1|2020-05-09
Gustavo A. Madero|1|2020-05-11
Gustavo A. Madero|1|2020-05-12
Gustavo A. Madero|2|2020-05-13
Gustavo A. Madero|1|2020-05-14
Gustavo A. Madero|1|2020-05-15
Gustavo A. Madero|1|2020-05-20
Gustavo A. Madero|2|2020-05-21
Gustavo A. Madero|1|2020-05-22
Gustavo A. Madero|1|2020-05-25
Gustavo A. Madero|2|2020-05-26
Gustavo A. Madero|1|2020-05-29
Gustavo A. Madero|1|2020-05-30
Gustavo A. Madero|1|2020-05-31
Gustavo A. Madero|1|2020-06-01
Gustavo A. Madero|1|2020-06-03
Gustavo A. Madero|2|2020-06-05
Gustavo A. Madero|1|2020-06-06
Gustavo A. Madero|1|2020-06-07
Gustavo A. Madero|1|2020-06-09
Gustavo A. Madero|2|2020-06-12
Gustavo A. Madero|4|2020-06-13
Gustavo A. Madero|4|2020-06-14
Gustavo A. Madero|1|2020-06-15
Gustavo A. Madero|2|2020-06-16
Gustavo A. Madero|1|2020-06-18
Gustavo A. Madero|3|2020-06-20
Gustavo A. Madero|2|2020-06-21
Gustavo A. Madero|1|2020-06-22
Gustavo A. Madero|3|2020-06-23
Gustavo A. Madero|3|2020-06-24
Gustavo A. Madero|2|2020-06-26
Gustavo A. Madero|1|2020-06-28
Gustavo A. Madero|1|2020-06-29
Gustavo A. Madero|2|2020-07-01
Gustavo A. Madero|1|2020-07-07
Gustavo A. Madero|1|2020-07-08
Gustavo A. Madero|2|2020-07-10
Gustavo A. Madero|1|2020-07-11
Gustavo A. Madero|2|2020-07-14
Gustavo A. Madero|1|2020-07-16
Gustavo A. Madero|1|2020-07-17
Gustavo A. Madero|3|2020-07-18
Gustavo A. Madero|1|2020-07-20
Gustavo A. Madero|2|2020-07-21
Gustavo A. Madero|1|2020-07-22
Gustavo A. Madero|1|2020-07-24
Gustavo A. Madero|2|2020-07-25
Gustavo A. Madero|2|2020-07-26
Gustavo A. Madero|3|2020-07-27
Gustavo A. Madero|2|2020-07-28
Gustavo A. Madero|1|2020-07-29
Gustavo A. Madero|2|2020-07-30
Gustavo A. Madero|4|2020-07-31
Gustavo A. Madero|1|2020-08-01
Gustavo A. Madero|2|2020-08-03
Gustavo A. Madero|3|2020-08-04
Gustavo A. Madero|1|2020-08-05
Gustavo A. Madero|1|2020-08-06
Gustavo A. Madero|2|2020-08-07
Gustavo A. Madero|3|2020-08-09
Gustavo A. Madero|2|2020-08-10
Gustavo A. Madero|2|2020-08-11
Gustavo A. Madero|1|2020-08-14
Gustavo A. Madero|4|2020-08-15
Gustavo A. Madero|1|2020-08-16
Gustavo A. Madero|2|2020-08-18
Gustavo A. Madero|2|2020-08-19
Gustavo A. Madero|2|2020-08-20
Gustavo A. Madero|2|2020-08-22
Gustavo A. Madero|1|2020-08-23
Gustavo A. Madero|1|2020-08-24
Gustavo A. Madero|2|2020-08-31
Gustavo A. Madero|2|2020-09-01
Gustavo A. Madero|3|2020-09-02
Gustavo A. Madero|5|2020-09-03
Gustavo A. Madero|1|2020-09-04
Gustavo A. Madero|1|2020-09-05
Gustavo A. Madero|1|2020-09-06
Gustavo A. Madero|3|2020-09-07
Gustavo A. Madero|2|2020-09-08
Gustavo A. Madero|3|2020-09-09
Gustavo A. Madero|1|2020-09-10
Gustavo A. Madero|1|2020-09-12
Gustavo A. Madero|1|2020-09-13
Gustavo A. Madero|1|2020-09-14
Gustavo A. Madero|1|2020-09-15
Gustavo A. Madero|2|2020-09-16
Gustavo A. Madero|1|2020-09-18
Gustavo A. Madero|3|2020-09-19
Gustavo A. Madero|2|2020-09-20
Gustavo A. Madero|1|2020-09-21
Gustavo A. Madero|3|2020-09-22
Gustavo A. Madero|2|2020-09-23
Gustavo A. Madero|1|2020-09-25
Gustavo A. Madero|1|2020-09-26
Gustavo A. Madero|1|2020-09-27
Gustavo A. Madero|3|2020-09-28
Gustavo A. Madero|1|2020-09-29
Gustavo A. Madero|4|2020-09-30
Gustavo A. Madero|1|2020-10-01
Gustavo A. Madero|2|2020-10-02
Gustavo A. Madero|1|2020-10-03
Gustavo A. Madero|3|2020-10-05
Gustavo A. Madero|1|2020-10-06
Gustavo A. Madero|2|2020-10-08
Gustavo A. Madero|2|2020-10-09
Gustavo A. Madero|2|2020-10-10
Gustavo A. Madero|1|2020-10-11
Gustavo A. Madero|1|2020-10-12
Gustavo A. Madero|1|2020-10-14
Gustavo A. Madero|2|2020-10-16
Gustavo A. Madero|2|2020-10-17
Gustavo A. Madero|3|2020-10-18
Gustavo A. Madero|1|2020-10-19
Gustavo A. Madero|1|2020-10-20
Gustavo A. Madero|2|2020-10-22
Gustavo A. Madero|1|2020-10-25
Gustavo A. Madero|1|2020-10-26
Gustavo A. Madero|1|2020-10-27
Gustavo A. Madero|3|2020-10-28
Gustavo A. Madero|1|2020-10-29
Gustavo A. Madero|4|2020-10-30
Gustavo A. Madero|1|2020-11-01
Gustavo A. Madero|1|2020-11-02
Gustavo A. Madero|1|2020-11-03
Gustavo A. Madero|3|2020-11-04
Gustavo A. Madero|2|2020-11-05
Gustavo A. Madero|1|2020-11-06
Gustavo A. Madero|2|2020-11-07
Gustavo A. Madero|4|2020-11-08
Gustavo A. Madero|2|2020-11-09
Gustavo A. Madero|1|2020-11-10
Gustavo A. Madero|3|2020-11-11
Gustavo A. Madero|1|2020-11-13
Gustavo A. Madero|4|2020-11-14
Gustavo A. Madero|1|2020-11-16
Gustavo A. Madero|2|2020-11-18
Gustavo A. Madero|1|2020-11-21
Gustavo A. Madero|1|2020-11-22
Gustavo A. Madero|2|2020-11-25
Gustavo A. Madero|2|2020-11-26
Gustavo A. Madero|3|2020-11-27
Gustavo A. Madero|1|2020-11-28
Gustavo A. Madero|2|2020-11-29
Gustavo A. Madero|2|2020-11-30
Gustavo A. Madero|3|2020-12-01
Gustavo A. Madero|2|2020-12-02
Gustavo A. Madero|5|2020-12-03
Gustavo A. Madero|2|2020-12-04
Gustavo A. Madero|2|2020-12-05
Gustavo A. Madero|2|2020-12-06
Gustavo A. Madero|1|2020-12-07
Gustavo A. Madero|1|2020-12-10
Gustavo A. Madero|3|2020-12-11
Gustavo A. Madero|1|2020-12-13
Gustavo A. Madero|2|2020-12-14
Gustavo A. Madero|1|2020-12-16
Gustavo A. Madero|3|2020-12-17
Gustavo A. Madero|1|2020-12-19
Gustavo A. Madero|1|2020-12-20
Gustavo A. Madero|4|2020-12-21
Gustavo A. Madero|1|2020-12-22
Gustavo A. Madero|1|2020-12-23
Gustavo A. Madero|2|2020-12-24
Gustavo A. Madero|1|2020-12-25
Gustavo A. Madero|1|2020-12-26
Gustavo A. Madero|2|2020-12-28
Gustavo A. Madero|1|2020-12-29
Gustavo A. Madero|1|2020-12-30
Gustavo A. Madero|1|2020-12-31
Iztacalco|1|2020-01-01
Iztacalco|2|2020-01-02
Iztacalco|2|2020-01-04
Iztacalco|1|2020-01-06
Iztacalco|3|2020-01-07
Iztacalco|2|2020-01-08
Iztacalco|3|2020-01-09
Iztacalco|1|2020-01-10
Iztacalco|1|2020-01-11
Iztacalco|1|2020-01-12
Iztacalco|2|2020-01-14
Iztacalco|1|2020-01-17
Iztacalco|1|2020-01-18
Iztacalco|4|2020-01-19
Iztacalco|1|2020-01-21
Iztacalco|1|2020-01-22
Iztacalco|2|2020-01-23
Iztacalco|3|2020-01-24
Iztacalco|1|2020-01-25
Iztacalco|2|2020-01-27
Iztacalco|3|2020-01-28
Iztacalco|1|2020-01-29
Iztacalco|2|2020-01-30
Iztacalco|1|2020-01-31
Iztacalco|2|2020-02-03
Iztacalco|2|2020-02-05
Iztacalco|2|2020-02-06
Iztacalco|2|2020-02-08
Iztacalco|2|2020-02-09
Iztacalco|3|2020-02-10
Iztacalco|1|2020-02-11
Iztacalco|1|2020-02-13
Iztacalco|6|2020-02-14
Iztacalco|1|2020-02-16
Iztacalco|1|2020-02-17
Iztacalco|2|2020-02-19
Iztacalco|1|2020-02-20
Iztacalco|2|2020-02-21
Iztacalco|2|2020-02-22
Iztacalco|2|2020-02-23
Iztacalco|2|2020-02-24
Iztacalco|1|2020-02-25
Iztacalco|2|2020-02-27
Iztacalco|2|2020-02-29
Iztacalco|2|2020-03-01
Iztacalco|1|2020-03-02
Iztacalco|3|2020-03-03
Iztacalco|2|2020-03-04
Iztacalco|1|2020-03-06
Iztacalco|2|2020-03-08
Iztacalco|1|2020-03-09
Iztacalco|2|2020-03-10
Iztacalco|1|2020-03-12
Iztacalco|1|2020-03-13
Iztacalco|1|2020-03-16
Iztacalco|1|2020-03-17
Iztacalco|2|2020-03-20
Iztacalco|2|2020-03-23
Iztacalco|1|2020-03-26
Iztacalco|2|2020-03-27
Iztacalco|1|2020-03-28
Iztacalco|1|2020-03-29
Iztacalco|1|2020-04-03
Iztacalco|1|2020-04-08
Iztacalco|2|2020-04-11
Iztacalco|2|2020-04-15
Iztacalco|1|2020-04-20
Iztacalco|1|2020-04-26
Iztacalco|1|2020-04-28
Iztacalco|1|2020-05-03
Iztacalco|2|2020-05-08
Iztacalco|3|2020-05-09
Iztacalco|1|2020-05-10
Iztacalco|1|2020-05-11
Iztacalco|2|2020-05-12
Iztacalco|1|2020-05-14
Iztacalco|2|2020-05-15
Iztacalco|1|2020-05-16
Iztacalco|1|2020-05-19
Iztacalco|2|2020-05-22
Iztacalco|1|2020-05-25
Iztacalco|1|2020-05-27
Iztacalco|1|2020-05-28
Iztacalco|3|2020-05-29
Iztacalco|1|2020-05-30
Iztacalco|1|2020-06-01
Iztacalco|2|2020-06-02
Iztacalco|1|2020-06-05
Iztacalco|1|2020-06-07
Iztacalco|1|2020-06-08
Iztacalco|2|2020-06-13
Iztacalco|1|2020-06-16
Iztacalco|1|2020-06-17
Iztacalco|1|2020-06-18
Iztacalco|2|2020-06-19
Iztacalco|1|2020-06-24
Iztacalco|1|2020-06-28
Iztacalco|1|2020-07-02
Iztacalco|2|2020-07-04
Iztacalco|1|2020-07-09
Iztacalco|1|2020-07-12
Iztacalco|2|2020-07-13
Iztacalco|1|2020-07-14
Iztacalco|1|2020-07-21
Iztacalco|1|2020-07-26
Iztacalco|2|2020-07-29
Iztacalco|1|2020-07-30
Iztacalco|2|2020-08-01
Iztacalco|1|2020-08-03
Iztacalco|3|2020-08-04
Iztacalco|1|2020-08-05
Iztacalco|1|2020-08-07
Iztacalco|1|2020-08-08
Iztacalco|1|2020-08-09
Iztacalco|1|2020-08-10
Iztacalco|1|2020-08-11
Iztacalco|1|2020-08-12
Iztacalco|2|2020-08-13
Iztacalco|4|2020-08-14
Iztacalco|1|2020-08-15
Iztacalco|1|2020-08-17
Iztacalco|1|2020-08-18
Iztacalco|1|2020-08-21
Iztacalco|1|2020-08-23
Iztacalco|1|2020-08-24
Iztacalco|2|2020-08-25
Iztacalco|2|2020-08-26
Iztacalco|1|2020-08-28
Iztacalco|1|2020-08-29
Iztacalco|2|2020-08-30
Iztacalco|1|2020-09-01
Iztacalco|1|2020-09-05
Iztacalco|1|2020-09-06
Iztacalco|1|2020-09-07
Iztacalco|1|2020-09-08
Iztacalco|1|2020-09-14
Iztacalco|1|2020-09-16
Iztacalco|1|2020-09-19
Iztacalco|1|2020-09-20
Iztacalco|1|2020-09-21
Iztacalco|1|2020-09-25
Iztacalco|1|2020-09-28
Iztacalco|1|2020-10-01
Iztacalco|1|2020-10-04
Iztacalco|1|2020-10-05
Iztacalco|1|2020-10-06
Iztacalco|1|2020-10-07
Iztacalco|1|2020-10-09
Iztacalco|1|2020-10-13
Iztacalco|1|2020-10-16
Iztacalco|2|2020-10-17
Iztacalco|1|2020-10-18
Iztacalco|1|2020-10-19
Iztacalco|1|2020-10-21
Iztacalco|1|2020-10-22
Iztacalco|2|2020-10-24
Iztacalco|1|2020-10-26
Iztacalco|1|2020-10-27
Iztacalco|1|2020-10-28
Iztacalco|1|2020-10-29
Iztacalco|1|2020-10-30
Iztacalco|2|2020-11-01
Iztacalco|1|2020-11-02
Iztacalco|3|2020-11-04
Iztacalco|1|2020-11-07
Iztacalco|1|2020-11-08
Iztacalco|1|2020-11-09
Iztacalco|1|2020-11-10
Iztacalco|2|2020-11-12
Iztacalco|1|2020-11-13
Iztacalco|1|2020-11-14
Iztacalco|1|2020-11-15
Iztacalco|1|2020-11-17
Iztacalco|2|2020-11-20
Iztacalco|2|2020-11-24
Iztacalco|2|2020-11-25
Iztacalco|2|2020-12-04
Iztacalco|1|2020-12-09
Iztacalco|2|2020-12-12
Iztacalco|1|2020-12-13
Iztacalco|1|2020-12-15
Iztacalco|1|2020-12-18
Iztacalco|1|2020-12-19
Iztacalco|1|2020-12-22
Iztacalco|2|2020-12-26
Iztacalco|1|2020-12-28
Iztacalco|2|2020-12-30
Iztapalapa|4|2020-01-01
Iztapalapa|1|2020-01-02
Iztapalapa|2|2020-01-03
Iztapalapa|2|2020-01-04
Iztapalapa|1|2020-01-05
Iztapalapa|1|2020-01-06
Iztapalapa|2|2020-01-07
Iztapalapa|3|2020-01-08
Iztapalapa|3|2020-01-09
Iztapalapa|3|2020-01-10
Iztapalapa|2|2020-01-11
Iztapalapa|3|2020-01-12
Iztapalapa|5|2020-01-14
Iztapalapa|2|2020-01-15
Iztapalapa|1|2020-01-16
Iztapalapa|2|2020-01-17
Iztapalapa|1|2020-01-18
Iztapalapa|3|2020-01-19
Iztapalapa|1|2020-01-20
Iztapalapa|3|2020-01-23
Iztapalapa|5|2020-01-24
Iztapalapa|5|2020-01-25
Iztapalapa|3|2020-01-26
Iztapalapa|1|2020-01-27
Iztapalapa|4|2020-01-28
Iztapalapa|6|2020-01-29
Iztapalapa|2|2020-01-30
Iztapalapa|1|2020-01-31
Iztapalapa|1|2020-02-02
Iztapalapa|2|2020-02-03
Iztapalapa|2|2020-02-04
Iztapalapa|3|2020-02-05
Iztapalapa|3|2020-02-06
Iztapalapa|2|2020-02-07
Iztapalapa|5|2020-02-08
Iztapalapa|1|2020-02-09
Iztapalapa|1|2020-02-10
Iztapalapa|1|2020-02-11
Iztapalapa|1|2020-02-12
Iztapalapa|1|2020-02-13
Iztapalapa|3|2020-02-14
Iztapalapa|1|2020-02-15
Iztapalapa|4|2020-02-16
Iztapalapa|2|2020-02-17
Iztapalapa|4|2020-02-18
Iztapalapa|5|2020-02-19
Iztapalapa|3|2020-02-20
Iztapalapa|3|2020-02-21
Iztapalapa|2|2020-02-22
Iztapalapa|3|2020-02-24
Iztapalapa|4|2020-02-25
Iztapalapa|2|2020-02-26
Iztapalapa|4|2020-02-27
Iztapalapa|1|2020-02-28
Iztapalapa|7|2020-02-29
Iztapalapa|2|2020-03-01
Iztapalapa|5|2020-03-02
Iztapalapa|1|2020-03-03
Iztapalapa|1|2020-03-04
Iztapalapa|2|2020-03-05
Iztapalapa|3|2020-03-06
Iztapalapa|3|2020-03-07
Iztapalapa|2|2020-03-08
Iztapalapa|1|2020-03-09
Iztapalapa|1|2020-03-10
Iztapalapa|3|2020-03-11
Iztapalapa|2|2020-03-12
Iztapalapa|1|2020-03-13
Iztapalapa|4|2020-03-14
Iztapalapa|1|2020-03-16
Iztapalapa|4|2020-03-17
Iztapalapa|3|2020-03-18
Iztapalapa|3|2020-03-19
Iztapalapa|3|2020-03-20
Iztapalapa|3|2020-03-21
Iztapalapa|3|2020-03-22
Iztapalapa|1|2020-03-25
Iztapalapa|1|2020-03-26
Iztapalapa|1|2020-03-27
Iztapalapa|5|2020-03-28
Iztapalapa|4|2020-03-30
Iztapalapa|1|2020-04-01
Iztapalapa|1|2020-04-02
Iztapalapa|4|2020-04-03
Iztapalapa|1|2020-04-04
Iztapalapa|1|2020-04-05
Iztapalapa|3|2020-04-06
Iztapalapa|1|2020-04-07
Iztapalapa|4|2020-04-08
Iztapalapa|1|2020-04-09
Iztapalapa|3|2020-04-10
Iztapalapa|1|2020-04-12
Iztapalapa|3|2020-04-13
Iztapalapa|3|2020-04-14
Iztapalapa|2|2020-04-15
Iztapalapa|2|2020-04-16
Iztapalapa|1|2020-04-17
Iztapalapa|1|2020-04-18
Iztapalapa|1|2020-04-19
Iztapalapa|3|2020-04-20
Iztapalapa|1|2020-04-23
Iztapalapa|1|2020-04-25
Iztapalapa|1|2020-04-26
Iztapalapa|2|2020-04-28
Iztapalapa|3|2020-04-30
Iztapalapa|3|2020-05-01
Iztapalapa|3|2020-05-02
Iztapalapa|1|2020-05-03
Iztapalapa|1|2020-05-04
Iztapalapa|2|2020-05-05
Iztapalapa|1|2020-05-06
Iztapalapa|1|2020-05-09
Iztapalapa|1|2020-05-11
Iztapalapa|1|2020-05-12
Iztapalapa|2|2020-05-14
Iztapalapa|2|2020-05-15
Iztapalapa|2|2020-05-16
Iztapalapa|1|2020-05-17
Iztapalapa|2|2020-05-18
Iztapalapa|2|2020-05-19
Iztapalapa|1|2020-05-20
Iztapalapa|1|2020-05-22
Iztapalapa|2|2020-05-24
Iztapalapa|2|2020-05-25
Iztapalapa|2|2020-05-26
Iztapalapa|3|2020-05-27
Iztapalapa|2|2020-05-28
Iztapalapa|1|2020-05-29
Iztapalapa|1|2020-05-30
Iztapalapa|1|2020-05-31
Iztapalapa|1|2020-06-01
Iztapalapa|1|2020-06-02
Iztapalapa|1|2020-06-03
Iztapalapa|2|2020-06-04
Iztapalapa|1|2020-06-06
Iztapalapa|1|2020-06-07
Iztapalapa|1|2020-06-08
Iztapalapa|1|2020-06-09
Iztapalapa|4|2020-06-10
Iztapalapa|2|2020-06-11
Iztapalapa|1|2020-06-12
Iztapalapa|2|2020-06-13
Iztapalapa|2|2020-06-14
Iztapalapa|1|2020-06-16
