alcaldia|cantidad|fecha
Iztapalapa|3|2020-06-17
Iztapalapa|1|2020-06-18
Iztapalapa|2|2020-06-19
Iztapalapa|2|2020-06-20
Iztapalapa|2|2020-06-21
Iztapalapa|1|2020-06-22
Iztapalapa|4|2020-06-23
Iztapalapa|1|2020-06-24
Iztapalapa|1|2020-06-25
Iztapalapa|3|2020-06-27
Iztapalapa|5|2020-06-29
Iztapalapa|1|2020-07-01
Iztapalapa|1|2020-07-03
Iztapalapa|1|2020-07-04
Iztapalapa|1|2020-07-05
Iztapalapa|2|2020-07-06
Iztapalapa|1|2020-07-09
Iztapalapa|7|2020-07-12
Iztapalapa|3|2020-07-13
Iztapalapa|3|2020-07-14
Iztapalapa|1|2020-07-16
Iztapalapa|3|2020-07-17
Iztapalapa|2|2020-07-18
Iztapalapa|4|2020-07-19
Iztapalapa|1|2020-07-20
Iztapalapa|1|2020-07-22
Iztapalapa|2|2020-07-23
Iztapalapa|3|2020-07-24
Iztapalapa|1|2020-07-25
Iztapalapa|4|2020-07-27
Iztapalapa|1|2020-07-28
Iztapalapa|1|2020-07-29
Iztapalapa|4|2020-07-30
Iztapalapa|2|2020-07-31
Iztapalapa|1|2020-08-01
Iztapalapa|2|2020-08-02
Iztapalapa|1|2020-08-03
Iztapalapa|1|2020-08-04
Iztapalapa|3|2020-08-06
Iztapalapa|6|2020-08-07
Iztapalapa|2|2020-08-08
Iztapalapa|2|2020-08-09
Iztapalapa|4|2020-08-11
Iztapalapa|3|2020-08-12
Iztapalapa|3|2020-08-14
Iztapalapa|1|2020-08-15
Iztapalapa|2|2020-08-16
Iztapalapa|3|2020-08-17
Iztapalapa|3|2020-08-18
Iztapalapa|3|2020-08-20
Iztapalapa|2|2020-08-21
Iztapalapa|5|2020-08-22
Iztapalapa|1|2020-08-23
Iztapalapa|1|2020-08-24
Iztapalapa|2|2020-08-26
Iztapalapa|2|2020-08-27
Iztapalapa|2|2020-08-28
Iztapalapa|2|2020-08-29
Iztapalapa|3|2020-08-30
Iztapalapa|2|2020-08-31
Iztapalapa|3|2020-09-01
Iztapalapa|3|2020-09-02
Iztapalapa|1|2020-09-05
Iztapalapa|3|2020-09-06
Iztapalapa|3|2020-09-07
Iztapalapa|1|2020-09-08
Iztapalapa|4|2020-09-09
Iztapalapa|3|2020-09-10
Iztapalapa|1|2020-09-12
Iztapalapa|3|2020-09-14
Iztapalapa|4|2020-09-15
Iztapalapa|2|2020-09-16
Iztapalapa|2|2020-09-17
Iztapalapa|1|2020-09-20
Iztapalapa|2|2020-09-22
Iztapalapa|2|2020-09-23
Iztapalapa|4|2020-09-24
Iztapalapa|1|2020-09-25
Iztapalapa|1|2020-09-26
Iztapalapa|2|2020-09-27
Iztapalapa|3|2020-09-28
Iztapalapa|2|2020-09-29
Iztapalapa|2|2020-09-30
Iztapalapa|1|2020-10-02
Iztapalapa|4|2020-10-03
Iztapalapa|1|2020-10-04
Iztapalapa|2|2020-10-05
Iztapalapa|1|2020-10-06
Iztapalapa|6|2020-10-07
Iztapalapa|5|2020-10-08
Iztapalapa|1|2020-10-09
Iztapalapa|3|2020-10-10
Iztapalapa|4|2020-10-11
Iztapalapa|4|2020-10-12
Iztapalapa|2|2020-10-13
Iztapalapa|4|2020-10-14
Iztapalapa|2|2020-10-15
Iztapalapa|3|2020-10-17
Iztapalapa|1|2020-10-18
Iztapalapa|3|2020-10-19
Iztapalapa|4|2020-10-20
Iztapalapa|3|2020-10-21
Iztapalapa|1|2020-10-22
Iztapalapa|2|2020-10-24
Iztapalapa|2|2020-10-25
Iztapalapa|1|2020-10-26
Iztapalapa|6|2020-10-27
Iztapalapa|6|2020-10-28
Iztapalapa|1|2020-10-29
Iztapalapa|2|2020-10-30
Iztapalapa|4|2020-10-31
Iztapalapa|3|2020-11-01
Iztapalapa|1|2020-11-02
Iztapalapa|2|2020-11-03
Iztapalapa|5|2020-11-04
Iztapalapa|4|2020-11-05
Iztapalapa|1|2020-11-06
Iztapalapa|1|2020-11-07
Iztapalapa|3|2020-11-08
Iztapalapa|2|2020-11-09
Iztapalapa|4|2020-11-10
Iztapalapa|1|2020-11-12
Iztapalapa|1|2020-11-13
Iztapalapa|6|2020-11-14
Iztapalapa|1|2020-11-16
Iztapalapa|2|2020-11-17
Iztapalapa|2|2020-11-18
Iztapalapa|1|2020-11-19
Iztapalapa|3|2020-11-20
Iztapalapa|1|2020-11-21
Iztapalapa|2|2020-11-23
Iztapalapa|1|2020-11-24
Iztapalapa|5|2020-11-25
Iztapalapa|5|2020-11-26
Iztapalapa|2|2020-11-27
Iztapalapa|2|2020-11-29
Iztapalapa|2|2020-11-30
Iztapalapa|4|2020-12-02
Iztapalapa|1|2020-12-03
Iztapalapa|3|2020-12-04
Iztapalapa|1|2020-12-05
Iztapalapa|1|2020-12-06
Iztapalapa|1|2020-12-07
Iztapalapa|1|2020-12-08
Iztapalapa|1|2020-12-09
Iztapalapa|2|2020-12-10
Iztapalapa|2|2020-12-11
Iztapalapa|1|2020-12-12
Iztapalapa|3|2020-12-13
Iztapalapa|2|2020-12-14
Iztapalapa|1|2020-12-15
Iztapalapa|4|2020-12-16
Iztapalapa|1|2020-12-18
Iztapalapa|1|2020-12-19
Iztapalapa|2|2020-12-20
Iztapalapa|1|2020-12-21
Iztapalapa|2|2020-12-22
Iztapalapa|3|2020-12-23
Iztapalapa|3|2020-12-24
Iztapalapa|1|2020-12-25
Iztapalapa|2|2020-12-26
Iztapalapa|1|2020-12-27
Iztapalapa|2|2020-12-28
Iztapalapa|1|2020-12-29
Iztapalapa|1|2020-12-30
Iztapalapa|2|2020-12-31
La Magdalena Contreras|1|2020-01-01
La Magdalena Contreras|3|2020-01-09
La Magdalena Contreras|1|2020-01-10
La Magdalena Contreras|1|2020-01-14
La Magdalena Contreras|1|2020-01-17
La Magdalena Contreras|2|2020-01-19
La Magdalena Contreras|1|2020-01-21
La Magdalena Contreras|1|2020-01-24
La Magdalena Contreras|1|2020-01-25
La Magdalena Contreras|2|2020-01-27
La Magdalena Contreras|1|2020-01-28
La Magdalena Contreras|2|2020-01-31
La Magdalena Contreras|1|2020-02-04
La Magdalena Contreras|1|2020-02-07
La Magdalena Contreras|2|2020-02-12
La Magdalena Contreras|1|2020-02-13
La Magdalena Contreras|1|2020-02-15
La Magdalena Contreras|1|2020-02-16
La Magdalena Contreras|1|2020-02-17
La Magdalena Contreras|1|2020-02-21
La Magdalena Contreras|1|2020-02-25
La Magdalena Contreras|1|2020-03-03
La Magdalena Contreras|1|2020-03-05
La Magdalena Contreras|1|2020-03-06
La Magdalena Contreras|2|2020-03-12
La Magdalena Contreras|2|2020-03-15
La Magdalena Contreras|2|2020-03-20
La Magdalena Contreras|1|2020-03-21
La Magdalena Contreras|1|2020-04-03
La Magdalena Contreras|1|2020-04-12
La Magdalena Contreras|1|2020-04-13
La Magdalena Contreras|1|2020-04-16
La Magdalena Contreras|1|2020-04-17
La Magdalena Contreras|1|2020-04-23
La Magdalena Contreras|1|2020-05-02
La Magdalena Contreras|1|2020-05-13
La Magdalena Contreras|1|2020-05-18
La Magdalena Contreras|1|2020-05-21
La Magdalena Contreras|1|2020-05-24
La Magdalena Contreras|1|2020-06-09
La Magdalena Contreras|2|2020-06-10
La Magdalena Contreras|1|2020-06-13
La Magdalena Contreras|1|2020-06-15
La Magdalena Contreras|1|2020-06-19
La Magdalena Contreras|1|2020-06-21
La Magdalena Contreras|1|2020-06-30
La Magdalena Contreras|1|2020-07-03
La Magdalena Contreras|1|2020-07-05
La Magdalena Contreras|1|2020-07-12
La Magdalena Contreras|2|2020-07-13
La Magdalena Contreras|1|2020-07-15
La Magdalena Contreras|1|2020-07-21
La Magdalena Contreras|1|2020-07-31
La Magdalena Contreras|1|2020-08-01
La Magdalena Contreras|1|2020-08-03
La Magdalena Contreras|2|2020-08-04
La Magdalena Contreras|3|2020-08-07
La Magdalena Contreras|1|2020-08-10
La Magdalena Contreras|1|2020-08-21
La Magdalena Contreras|1|2020-08-23
La Magdalena Contreras|1|2020-08-28
La Magdalena Contreras|1|2020-09-06
La Magdalena Contreras|1|2020-09-08
La Magdalena Contreras|1|2020-09-11
La Magdalena Contreras|1|2020-09-16
La Magdalena Contreras|1|2020-09-20
La Magdalena Contreras|2|2020-09-23
La Magdalena Contreras|1|2020-09-24
La Magdalena Contreras|1|2020-09-29
La Magdalena Contreras|1|2020-10-01
La Magdalena Contreras|2|2020-10-09
La Magdalena Contreras|1|2020-10-11
La Magdalena Contreras|1|2020-10-12
La Magdalena Contreras|1|2020-10-21
La Magdalena Contreras|1|2020-10-31
La Magdalena Contreras|1|2020-11-01
La Magdalena Contreras|1|2020-11-02
La Magdalena Contreras|1|2020-11-09
La Magdalena Contreras|1|2020-11-10
La Magdalena Contreras|1|2020-11-12
La Magdalena Contreras|1|2020-11-14
La Magdalena Contreras|1|2020-11-16
La Magdalena Contreras|1|2020-11-17
La Magdalena Contreras|2|2020-11-19
La Magdalena Contreras|1|2020-11-21
La Magdalena Contreras|1|2020-11-24
La Magdalena Contreras|1|2020-11-30
La Magdalena Contreras|1|2020-12-04
La Magdalena Contreras|1|2020-12-05
La Magdalena Contreras|1|2020-12-06
La Magdalena Contreras|1|2020-12-10
La Magdalena Contreras|1|2020-12-11
La Magdalena Contreras|1|2020-12-12
La Magdalena Contreras|1|2020-12-14
La Magdalena Contreras|1|2020-12-15
La Magdalena Contreras|1|2020-12-18
La Magdalena Contreras|1|2020-12-23
La Magdalena Contreras|1|2020-12-24
Miguel Hidalgo|1|2020-01-01
Miguel Hidalgo|2|2020-01-02
Miguel Hidalgo|3|2020-01-03
Miguel Hidalgo|3|2020-01-05
Miguel Hidalgo|1|2020-01-06
Miguel Hidalgo|2|2020-01-07
Miguel Hidalgo|6|2020-01-08
Miguel Hidalgo|1|2020-01-09
Miguel Hidalgo|1|2020-01-12
Miguel Hidalgo|1|2020-01-13
Miguel Hidalgo|3|2020-01-14
Miguel Hidalgo|2|2020-01-15
Miguel Hidalgo|1|2020-01-16
Miguel Hidalgo|4|2020-01-17
Miguel Hidalgo|5|2020-01-18
Miguel Hidalgo|2|2020-01-19
Miguel Hidalgo|3|2020-01-20
Miguel Hidalgo|1|2020-01-21
Miguel Hidalgo|4|2020-01-22
Miguel Hidalgo|2|2020-01-23
Miguel Hidalgo|4|2020-01-24
Miguel Hidalgo|1|2020-01-26
Miguel Hidalgo|2|2020-01-27
Miguel Hidalgo|2|2020-01-28
Miguel Hidalgo|1|2020-01-30
Miguel Hidalgo|1|2020-01-31
Miguel Hidalgo|1|2020-02-01
Miguel Hidalgo|2|2020-02-02
Miguel Hidalgo|1|2020-02-03
Miguel Hidalgo|1|2020-02-04
Miguel Hidalgo|6|2020-02-05
Miguel Hidalgo|1|2020-02-06
Miguel Hidalgo|1|2020-02-07
Miguel Hidalgo|1|2020-02-08
Miguel Hidalgo|2|2020-02-09
Miguel Hidalgo|1|2020-02-10
Miguel Hidalgo|2|2020-02-11
Miguel Hidalgo|3|2020-02-12
Miguel Hidalgo|2|2020-02-13
Miguel Hidalgo|5|2020-02-14
Miguel Hidalgo|1|2020-02-15
Miguel Hidalgo|3|2020-02-16
Miguel Hidalgo|3|2020-02-17
Miguel Hidalgo|2|2020-02-19
Miguel Hidalgo|5|2020-02-20
Miguel Hidalgo|1|2020-02-21
Miguel Hidalgo|2|2020-02-22
Miguel Hidalgo|2|2020-02-23
Miguel Hidalgo|1|2020-02-24
Miguel Hidalgo|1|2020-02-25
Miguel Hidalgo|4|2020-02-26
Miguel Hidalgo|3|2020-02-28
Miguel Hidalgo|1|2020-03-01
Miguel Hidalgo|3|2020-03-02
Miguel Hidalgo|2|2020-03-03
Miguel Hidalgo|1|2020-03-04
Miguel Hidalgo|3|2020-03-05
Miguel Hidalgo|4|2020-03-06
Miguel Hidalgo|2|2020-03-07
Miguel Hidalgo|3|2020-03-08
Miguel Hidalgo|2|2020-03-09
Miguel Hidalgo|1|2020-03-10
Miguel Hidalgo|4|2020-03-12
Miguel Hidalgo|3|2020-03-13
Miguel Hidalgo|1|2020-03-14
Miguel Hidalgo|3|2020-03-16
Miguel Hidalgo|4|2020-03-18
Miguel Hidalgo|1|2020-03-20
Miguel Hidalgo|3|2020-03-21
Miguel Hidalgo|2|2020-03-23
Miguel Hidalgo|2|2020-03-24
Miguel Hidalgo|1|2020-03-25
Miguel Hidalgo|1|2020-03-26
Miguel Hidalgo|1|2020-03-27
Miguel Hidalgo|3|2020-03-29
Miguel Hidalgo|3|2020-03-30
Miguel Hidalgo|2|2020-03-31
Miguel Hidalgo|1|2020-04-01
Miguel Hidalgo|1|2020-04-03
Miguel Hidalgo|1|2020-04-04
Miguel Hidalgo|1|2020-04-05
Miguel Hidalgo|2|2020-04-06
Miguel Hidalgo|2|2020-04-07
Miguel Hidalgo|1|2020-04-08
Miguel Hidalgo|1|2020-04-09
Miguel Hidalgo|1|2020-04-10
Miguel Hidalgo|1|2020-04-13
Miguel Hidalgo|1|2020-04-14
Miguel Hidalgo|1|2020-04-16
Miguel Hidalgo|1|2020-04-19
Miguel Hidalgo|1|2020-04-20
Miguel Hidalgo|1|2020-04-21
Miguel Hidalgo|1|2020-04-22
Miguel Hidalgo|1|2020-04-23
Miguel Hidalgo|2|2020-04-24
Miguel Hidalgo|1|2020-04-27
Miguel Hidalgo|1|2020-04-28
Miguel Hidalgo|1|2020-04-30
Miguel Hidalgo|1|2020-05-02
Miguel Hidalgo|1|2020-05-03
Miguel Hidalgo|1|2020-05-06
Miguel Hidalgo|1|2020-05-07
Miguel Hidalgo|2|2020-05-09
Miguel Hidalgo|1|2020-05-10
Miguel Hidalgo|1|2020-05-11
Miguel Hidalgo|1|2020-05-13
Miguel Hidalgo|1|2020-05-14
Miguel Hidalgo|2|2020-05-18
Miguel Hidalgo|1|2020-05-20
Miguel Hidalgo|1|2020-05-21
Miguel Hidalgo|1|2020-05-22
Miguel Hidalgo|3|2020-05-28
Miguel Hidalgo|1|2020-05-30
Miguel Hidalgo|1|2020-05-31
Miguel Hidalgo|4|2020-06-01
Miguel Hidalgo|2|2020-06-03
Miguel Hidalgo|1|2020-06-04
Miguel Hidalgo|3|2020-06-05
Miguel Hidalgo|2|2020-06-06
Miguel Hidalgo|3|2020-06-10
Miguel Hidalgo|1|2020-06-13
Miguel Hidalgo|3|2020-06-14
Miguel Hidalgo|2|2020-06-18
Miguel Hidalgo|2|2020-06-19
Miguel Hidalgo|2|2020-06-20
Miguel Hidalgo|1|2020-06-21
Miguel Hidalgo|3|2020-06-23
Miguel Hidalgo|3|2020-06-24
Miguel Hidalgo|4|2020-06-25
Miguel Hidalgo|2|2020-06-26
Miguel Hidalgo|1|2020-06-27
Miguel Hidalgo|1|2020-06-29
Miguel Hidalgo|1|2020-07-04
Miguel Hidalgo|3|2020-07-05
Miguel Hidalgo|2|2020-07-06
Miguel Hidalgo|2|2020-07-07
Miguel Hidalgo|2|2020-07-08
Miguel Hidalgo|1|2020-07-09
Miguel Hidalgo|1|2020-07-10
Miguel Hidalgo|3|2020-07-13
Miguel Hidalgo|1|2020-07-14
Miguel Hidalgo|4|2020-07-16
Miguel Hidalgo|2|2020-07-17
Miguel Hidalgo|3|2020-07-22
Miguel Hidalgo|1|2020-07-23
Miguel Hidalgo|1|2020-07-24
Miguel Hidalgo|2|2020-07-25
Miguel Hidalgo|1|2020-07-27
Miguel Hidalgo|1|2020-07-28
Miguel Hidalgo|2|2020-07-30
Miguel Hidalgo|3|2020-07-31
Miguel Hidalgo|3|2020-08-02
Miguel Hidalgo|3|2020-08-03
Miguel Hidalgo|2|2020-08-04
Miguel Hidalgo|1|2020-08-05
Miguel Hidalgo|1|2020-08-07
Miguel Hidalgo|3|2020-08-08
Miguel Hidalgo|2|2020-08-09
Miguel Hidalgo|1|2020-08-10
Miguel Hidalgo|1|2020-08-11
Miguel Hidalgo|1|2020-08-13
Miguel Hidalgo|1|2020-08-14
Miguel Hidalgo|1|2020-08-15
Miguel Hidalgo|1|2020-08-16
Miguel Hidalgo|3|2020-08-17
Miguel Hidalgo|3|2020-08-18
Miguel Hidalgo|1|2020-08-20
Miguel Hidalgo|1|2020-08-21
Miguel Hidalgo|2|2020-08-23
Miguel Hidalgo|2|2020-08-24
Miguel Hidalgo|2|2020-08-27
Miguel Hidalgo|1|2020-08-28
Miguel Hidalgo|2|2020-08-30
Miguel Hidalgo|5|2020-08-31
Miguel Hidalgo|1|2020-09-01
Miguel Hidalgo|1|2020-09-02
Miguel Hidalgo|1|2020-09-05
Miguel Hidalgo|3|2020-09-06
Miguel Hidalgo|1|2020-09-07
Miguel Hidalgo|1|2020-09-08
Miguel Hidalgo|1|2020-09-09
Miguel Hidalgo|1|2020-09-13
Miguel Hidalgo|3|2020-09-14
Miguel Hidalgo|1|2020-09-15
Miguel Hidalgo|1|2020-09-17
Miguel Hidalgo|1|2020-09-18
Miguel Hidalgo|1|2020-09-20
Miguel Hidalgo|1|2020-09-21
Miguel Hidalgo|2|2020-09-26
Miguel Hidalgo|1|2020-09-27
Miguel Hidalgo|1|2020-09-29
Miguel Hidalgo|1|2020-09-30
Miguel Hidalgo|2|2020-10-01
Miguel Hidalgo|2|2020-10-02
Miguel Hidalgo|3|2020-10-03
Miguel Hidalgo|3|2020-10-04
Miguel Hidalgo|1|2020-10-05
Miguel Hidalgo|2|2020-10-08
Miguel Hidalgo|3|2020-10-09
Miguel Hidalgo|6|2020-10-10
Miguel Hidalgo|3|2020-10-11
Miguel Hidalgo|2|2020-10-14
Miguel Hidalgo|2|2020-10-15
Miguel Hidalgo|3|2020-10-16
Miguel Hidalgo|1|2020-10-17
Miguel Hidalgo|4|2020-10-19
Miguel Hidalgo|3|2020-10-20
Miguel Hidalgo|3|2020-10-21
Miguel Hidalgo|4|2020-10-23
Miguel Hidalgo|3|2020-10-24
Miguel Hidalgo|1|2020-10-25
Miguel Hidalgo|1|2020-10-26
Miguel Hidalgo|1|2020-10-28
Miguel Hidalgo|1|2020-10-29
Miguel Hidalgo|1|2020-10-30
Miguel Hidalgo|1|2020-10-31
Miguel Hidalgo|2|2020-11-01
Miguel Hidalgo|1|2020-11-02
Miguel Hidalgo|1|2020-11-03
Miguel Hidalgo|2|2020-11-04
Miguel Hidalgo|1|2020-11-06
Miguel Hidalgo|2|2020-11-08
Miguel Hidalgo|1|2020-11-09
Miguel Hidalgo|2|2020-11-11
Miguel Hidalgo|1|2020-11-12
Miguel Hidalgo|2|2020-11-13
Miguel Hidalgo|2|2020-11-14
Miguel Hidalgo|3|2020-11-15
Miguel Hidalgo|1|2020-11-16
Miguel Hidalgo|1|2020-11-18
Miguel Hidalgo|3|2020-11-19
Miguel Hidalgo|2|2020-11-20
Miguel Hidalgo|2|2020-11-21
Miguel Hidalgo|2|2020-11-23
Miguel Hidalgo|2|2020-11-24
Miguel Hidalgo|3|2020-11-25
Miguel Hidalgo|4|2020-11-26
Miguel Hidalgo|2|2020-11-27
Miguel Hidalgo|4|2020-11-28
Miguel Hidalgo|2|2020-11-29
Miguel Hidalgo|2|2020-11-30
Miguel Hidalgo|2|2020-12-01
Miguel Hidalgo|2|2020-12-02
Miguel Hidalgo|2|2020-12-04
Miguel Hidalgo|1|2020-12-05
Miguel Hidalgo|2|2020-12-06
Miguel Hidalgo|3|2020-12-07
Miguel Hidalgo|2|2020-12-08
Miguel Hidalgo|2|2020-12-09
Miguel Hidalgo|1|2020-12-10
Miguel Hidalgo|3|2020-12-11
Miguel Hidalgo|2|2020-12-12
Miguel Hidalgo|3|2020-12-14
Miguel Hidalgo|1|2020-12-16
Miguel Hidalgo|1|2020-12-18
Miguel Hidalgo|3|2020-12-20
Miguel Hidalgo|1|2020-12-22
Miguel Hidalgo|4|2020-12-23
Miguel Hidalgo|1|2020-12-24
Miguel Hidalgo|2|2020-12-26
Miguel Hidalgo|1|2020-12-27
Miguel Hidalgo|1|2020-12-29
Miguel Hidalgo|2|2020-12-30
Miguel Hidalgo|1|2020-12-31
Milpa Alta|2|2020-01-05
Milpa Alta|1|2020-01-13
Milpa Alta|1|2020-01-20
Milpa Alta|1|2020-02-01
Milpa Alta|1|2020-02-04
Milpa Alta|1|2020-02-11
Milpa Alta|1|2020-02-12
Milpa Alta|1|2020-02-16
Milpa Alta|1|2020-02-19
Milpa Alta|1|2020-02-22
Milpa Alta|1|2020-02-24
Milpa Alta|1|2020-02-29
Milpa Alta|1|2020-03-01
Milpa Alta|1|2020-03-03
Milpa Alta|1|2020-03-06
Milpa Alta|2|2020-03-11
Milpa Alta|1|2020-03-21
Milpa Alta|1|2020-03-26
Milpa Alta|1|2020-03-27
Milpa Alta|1|2020-04-28
Milpa Alta|1|2020-05-16
Milpa Alta|1|2020-06-12
Milpa Alta|1|2020-06-17
Milpa Alta|1|2020-06-30
Milpa Alta|2|2020-07-15
Milpa Alta|1|2020-07-19
Milpa Alta|1|2020-08-05
Milpa Alta|1|2020-08-10
Milpa Alta|1|2020-08-11
Milpa Alta|2|2020-08-17
Milpa Alta|1|2020-08-29
Milpa Alta|1|2020-09-01
Milpa Alta|2|2020-09-05
Milpa Alta|1|2020-09-15
Milpa Alta|2|2020-09-16
Milpa Alta|1|2020-09-22
Milpa Alta|1|2020-09-23
Milpa Alta|1|2020-09-27
Milpa Alta|1|2020-09-30
Milpa Alta|1|2020-10-06
Milpa Alta|1|2020-10-07
Milpa Alta|1|2020-10-10
Milpa Alta|2|2020-10-12
Milpa Alta|1|2020-10-16
Milpa Alta|2|2020-10-22
Milpa Alta|1|2020-10-25
Milpa Alta|1|2020-11-01
Milpa Alta|1|2020-11-15
Milpa Alta|1|2020-11-30
Milpa Alta|1|2020-12-01
Milpa Alta|1|2020-12-06
Milpa Alta|2|2020-12-07
Milpa Alta|1|2020-12-14
Milpa Alta|1|2020-12-16
Milpa Alta|1|2020-12-20
Milpa Alta|1|2020-12-22
Milpa Alta|1|2020-12-26
Tláhuac|1|2020-01-05
Tláhuac|1|2020-01-10
Tláhuac|1|2020-01-11
Tláhuac|3|2020-01-14
Tláhuac|2|2020-01-18
Tláhuac|1|2020-01-19
Tláhuac|2|2020-01-21
Tláhuac|1|2020-01-22
Tláhuac|1|2020-01-23
Tláhuac|1|2020-01-24
Tláhuac|1|2020-01-27
Tláhuac|1|2020-01-28
Tláhuac|2|2020-02-04
Tláhuac|1|2020-02-06
Tláhuac|1|2020-02-07
Tláhuac|2|2020-02-15
Tláhuac|1|2020-02-25
Tláhuac|1|2020-02-27
Tláhuac|1|2020-03-01
Tláhuac|2|2020-03-06
Tláhuac|1|2020-03-13
Tláhuac|1|2020-03-14
Tláhuac|1|2020-04-02
Tláhuac|1|2020-04-09
